"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107"
"388",0.6288,13.8025,1.801,0.6446,4.1304,-3.2799,-13.0051,-1.04470000000000,12.4445,-3.076,2.967,-2.1337,-18.6899,4.3682,-1.8432,-1.1712,3.4921,-4.7519,-1.2256,-1.0088,3.609,7.0131,-3.2676,-9.8056,-11.1892,-12.1774,4.9924,-2.6023,6.3989,-1.933,18.6099,2.019,1.8196,-14.4449,3.5034,12.5495,-5.0289,-5.1166,13.8532,-6.4772,-1.4566,-0.0896000000000008,12.7118,-3.8912,2.8428,-11.3345,14.3427,2.9483,6.0079,15.1383,-8.2286,-14.8222,-2.2647,5.0743,6.1435,6.9393,13.4059,12.2831,5.9074,4.1295,10.9061,5.4275,0.6803,-5.0541,-7.4734,6.3154,0.5785,-7.7141,-9.2781,-0.626,5.361,1.5021,-1.7765,-6.1139,-2.3093,-0.104500000000000,-4.3836,-5.0094,3.2663,-4.3577,5.1297,2.6698,-5.0442,4.0776,8.9654,-8.4678,6.577,-3.7861,-3.5702,11.1392,0.8423,-3.455,-12.5063,5.9546,4.7848,-3.4654,21.0718,1.1542,-14.5741,-4.0584,5.6679,-10.3361,10.7705,7.3626,-6.9912,6.742,0.00790000000000113
"389",-0.4325,15.8681,1.3362,1.4499,2.1422,-2.8392,-13.5869,-1.8738,11.1781,-4.2399,2.1309,-2.849,-18.5328,3.481,-1.0656,-1.252,3.4537,-4.9221,-0.382300000000001,-0.527100000000001,3.879,6.2794,-4.7832,-11.2077,-12.1667,-13.4104,4.5503,-2.9473,7.5972,-0.2232,18.6452,0.235199999999999,2.7297,-14.7597,2.2567,11.3124,-4.7869,-4.6997,13.8067,-6.4024,-1.4154,-1.53340000000000,13.3117,-3.9191,3.242,-10.671,14.5818,2.1185,6.8597,14.3518,-9.2204,-15.1184,-4.1329,5.0016,6.856,7.9143,13.3731,14.9872,4.8929,4.7459,10.8358,7.1071,0.5581,-4.5065,-9.6392,5.6399,0.5182,-8.5869,-8.4412,0.351099999999999,6.0758,-0.6562,-1.9611,-6.5733,-3.2596,0.378299999999999,-4.9629,-6.3244,3.6437,-4.77240000000000,5.4596,0.271700000000001,-3.623,4.2348,8.1119,-8.3694,5.7283,-4.3403,-3.4873,11.4908,0.6717,-1.97460000000000,-11.4635,6.677,4.9074,-5.202,19.8587,1.3059,-14.2469,-3.7177,5.3282,-11.3088,9.5014,8.1897,-7.6947,7.478,-1.2541
"390",-1.4896,17.4154,0.885000000000002,1.9399,0.457199999999999,-2.4119,-13.9979,-2.6631,9.8549,-5.4958,1.1921,-3.8325,-17.6277,2.3323,-0.3364,-1.03390000000000,3.3423,-4.8449,0.6934,-0.0236999999999998,3.8206,5.4045,-5.9871,-12.3804,-12.7688,-14.3802,4.4332,-3.2615,8.6584,1.3442,17.9335,-1.08629999999999,3.7764,-14.8327,0.779200000000001,9.8654,-4.2283,-4.025,13.6121,-6.3688,-1.4231,-2.7962,13.218,-4.2318,3.5864,-9.4277,14.6153,1.32080000000000,7.2594,13.3258,-10.2763,-15.6357,-5.9679,4.5437,7.9726,8.8713,13.4398,17.4482,3.9791,5.4198,10.5474,8.6926,0.4428,-4.0287,-11.2917,4.9337,0.116400000000001,-9.623,-7.3813,1.3049,6.6179,-2.6745,-2.0324,-6.6259,-4.1283,0.6988,-5.0433,-7.8646,4.0576,-4.944,5.6776,-1.935,-2.0391,4.331,7.1314,-8.1487,4.7688,-4.6483,-3.2585,11.5476,0.949,-0.111000000000004,-10.4423,7.3849,4.8836,-6.2063,18.5185,1.2408,-13.5451,-2.9912,5.3309,-12.4507,8.6332,8.7402,-8.3808,8.0335,-2.4266
"391",-2.4997,18.32,0.383900000000001,2.0704,-0.8174,-1.9169,-14.2339,-3.3512,8.5043,-6.7539,0.215999999999999,-5.0868,-16.0187,1.0234,0.344900000000000,-0.566700000000001,3.207,-4.511,1.8372,0.43,3.4866,4.484,-6.9009,-13.1872,-12.9415,-14.9416,4.6021,-3.5979,9.5189,2.6866,16.4703,-1.90400000000000,4.885,-14.6977,-0.8295,8.3285,-3.4344,-3.1301,13.3305,-6.3609,-1.4365,-3.8859,12.4536,-4.8507,3.8957,-7.7314,14.4856,0.546300000000002,7.1158,12.1253,-11.1944,-16.3,-7.6691,3.7146,9.4928,9.6263,13.5207,19.6251,3.1265,6.108,10.0115,10.0971,0.3513,-3.6639,-12.3174,4.1866,-0.6114,-10.7376,-6.1568,2.20020000000000,6.894,-4.3427,-1.9878,-6.187,-4.8284,0.8938,-4.6039,-9.5498,4.4134,-4.8384,5.7431,-3.9866,-0.438199999999998,4.2943,6.0993,-7.7962,3.7847,-4.7411,-2.9614,11.363,1.6657,1.97270000000000,-9.5206,7.9446,4.7316,-6.4383,17.174,0.9529,-12.5818,-1.9824,5.6779,-13.7543,8.175,8.8771,-9.0378,8.326,-3.3417
"392",-3.408,18.5294,-0.293300000000002,1.8604,-1.613,-1.3048,-14.2999,-3.909,7.1406,-7.9228,-0.7178,-6.5702,-13.7928,-0.3378,1.0007,0.0645000000000007,3.0854,-3.9593,2.901,0.798699999999998,2.9791,3.6359,-7.6232,-13.5565,-12.6473,-15.0005,5.0019,-3.9985,10.1223,3.7439,14.3054,-2.2159,5.9566,-14.3886,-2.4546,6.8293,-2.5246,-2.1027,13.0034,-6.3602,-1.422,-4.8666,11.1161,-5.783,4.1853,-5.7681,14.2489,-0.235700000000001,6.3676,10.82,-11.8204,-17.0165,-9.1666,2.5478,11.3596,10.0118,13.57,21.5008,2.3114,6.7347,9.2391,11.2601,0.268,-3.42,-12.6932,3.4199,-1.6114,-11.8422,-4.8564,2.977,6.8436,-5.4785,-1.8444,-5.219,-5.3333,0.9731,-3.7169,-11.3021,4.6342,-4.4003,5.6334,-5.8984,1.04130000000000,4.11,5.082,-7.3729,2.8696,-4.6697,-2.6432,10.9812,2.7449,4.0562,-8.7767,8.2217,4.4944,-5.9374,15.9448,0.473400000000001,-11.5165,-0.8054,6.2996,-15.1475,8.0712,8.534,-9.6438,8.2828,-3.8377
"393",-4.1591,18.0438,-1.2837,1.383,-1.8947,-0.5714,-14.228,-4.3251,5.7979,-8.9155,-1.5374,-8.2048,-11.0767,-1.6403,1.6618,0.7524,2.9952,-3.2754,3.7807,1.08190000000000,2.4387,2.9717,-8.2898,-13.5035,-11.8749,-14.5388,5.5517,-4.4779,10.414,4.4735,11.5334,-2.06600000000000,6.8966,-13.9623,-3.99,5.4741,-1.62060000000000,-1.0647,12.641,-6.3417,-1.3537,-5.8364,9.3565,-7,4.4705,-3.7543,13.9649,-1.0806,5.0074,9.4674,-12.0926,-17.691,-10.4333,1.0967,13.456,9.9083,13.5967,23.0851,1.5366,7.2079,8.3005,12.149,0.143100000000000,-3.2685,-12.4845,2.6891,-2.825,-12.8643,-3.5793,3.5656,6.456,-5.9719,-1.6241,-3.7474,-5.6686,0.919900000000001,-2.5317,-13.0527,4.6831,-3.5958,5.3515,-7.6567,2.2825,3.8126,4.1492,-6.9917,2.093,-4.4916,-2.3028,10.4295,4.0727,5.8988,-8.28,8.0982,4.2266,-4.8103,14.9486,-0.1418,-10.5128,0.4344,7.0694,-16.5062,8.2201,7.7267,-10.1606,7.8659,-3.8035
"394",-4.6995,16.8989,-2.6688,0.748,-1.6595,0.237200000000000,-14.0787,-4.5846,4.5648,-9.6611,-2.2161,-9.9023,-8.045,-2.7794,2.3459,1.3899,2.9439,-2.5742,4.4366,1.3025,1.9993,2.5766,-9.0165,-13.1124,-10.6523,-13.621,6.1472,-5.0132,10.3345,4.8423,8.2766,-1.5308,7.6343,-13.5091,-5.3461,4.3343,-0.818600000000002,-0.1403,12.2255,-6.2714,-1.2253,-6.894,7.3589,-8.4239,4.7622,-1.8928,13.6873,-2.04350000000000,3.0948,8.108,-12.0588,-18.2577,-11.4852,-0.5667,15.6182,9.262,13.6465,24.4118,0.8251,7.4412,7.3217,12.7376,-0.110300000000000,-3.1577,-11.808,2.0743,-4.202,-13.7451,-2.4183,3.9134,5.7701,-5.8112,-1.3583,-1.8639,-5.8813,0.7144,-1.2342,-14.7308,4.5654,-2.4505,4.9296,-9.2149,3.1927,3.46,3.3798,-6.7817,1.4802,-4.2614,-1.8978,9.7276,5.5286,7.2832,-8.0733,7.4976,3.9664,-3.2161,14.2998,-0.8278,-9.7046,1.6464,7.8331,-17.6769,8.5027,6.5318,-10.55,7.0882,-3.2126
"395",-4.9743,15.1585,-4.4336,0.0770999999999997,-0.9352,1.0266,-13.9211,-4.6524,3.5868,-10.1209,-2.7864,-11.5933,-4.9282,-3.6672,3.0375,1.8867,2.9395,-1.9739,4.9049,1.4912,1.7234,2.5001,-9.8467,-12.4937,-9.0605,-12.3688,6.6762,-5.5447,9.8297,4.8183,4.6702,-0.6952,8.1251,-13.1281,-6.452,3.4481,-0.1776,0.5738,11.7227,-6.1153,-1.0582,-8.1081,5.3191,-9.9274,5.0576,-0.3262,13.4674,-3.1396,0.7524,6.7687,-11.858,-18.7025,-12.364,-2.3611,17.6652,8.1004,13.7637,25.5325,0.208500000000001,7.3796,6.4582,12.9923,-0.5949,-3.0312,-10.7824,1.6615,-5.6973,-14.4319,-1.4538,4.0055,4.859,-5.0768,-1.0893,0.2823,-6.0073,0.3656,-0.00520000000000209,-16.2545,4.3035,-1.06190000000000,4.4349,-10.5007,3.6996,3.10840000000000,2.8519,-6.8544,1.0182,-4.0224,-1.3711,8.9133,7.0066,8.0542,-8.1519,6.4101,3.7208,-1.3475,14.0878,-1.527,-9.1781,2.7496,8.4429,-18.5086,8.816,5.0511,-10.8036,6.0014,-2.1302
"396",-4.9258,12.9179,-6.4595,-0.5379,0.2249,1.6712,-13.8068,-4.4719,3.0412,-10.299,-3.3168,-13.2431,-1.981,-4.2411,3.6807,2.1701,2.9881,-1.57,5.289,1.6808,1.5748,2.7491,-10.7303,-11.7496,-7.2363,-10.9126,7.0479,-5.9908,8.8832,4.366,0.857,0.3675,8.3491,-12.8964,-7.2596,2.8257,0.2743,1.0176,11.0936,-5.8514,-0.8929,-9.4908,3.4197,-11.3548,5.338,0.8745,13.3521,-4.3194,-1.8482,5.4651,-11.6696,-19.0584,-13.1145,-4.2091,19.4418,6.5399,13.9622,26.4987,-0.2768,7.0218,5.8542,12.8693,-1.3875,-2.8485,-9.5062,1.5143,-7.2603,-14.886,-0.7405,3.8624,3.8055,-3.9151,-0.861,2.5045,-6.0571,-0.0733999999999999,1.0141,-17.5349,3.9115,0.415799999999997,3.9696,-11.4294,3.7522,2.7981,2.6229,-7.2746,0.6765,-3.7965,-0.6721,8.0582,8.4198,8.1448,-8.4644,4.9051,3.48,0.5861,14.3444,-2.1946,-8.9664,3.6639,8.7918,-18.8763,9.1008,3.3825,-10.9603,4.6696,-0.6955
"397",-4.4997,10.2975,-8.5485,-1.0666,1.737,2.0485,-13.75,-4.0019,3.0857,-10.2364,-3.8646,-14.8319,0.5747,-4.4678,4.195,2.1676,3.0881,-1.4076,5.7106,1.9109,1.4395,3.2799,-11.5392,-10.9729,-5.3532,-9.3398,7.2061,-6.2725,7.5352,3.4563,-3.0108,1.60740000000000,8.3156,-12.8482,-7.7532,2.4562,0.5267,1.1559,10.3076,-5.4719,-0.7655,-10.9815,1.8086,-12.5516,5.5754,1.6888,13.3774,-5.4831,-4.5048,4.2081,-11.6516,-19.3793,-13.7617,-6.0551,20.8554,4.7712,14.2277,27.3373,-0.5772,6.4327,5.6053,12.3344,-2.4968,-2.5944,-8.0696,1.6484,-8.824,-15.0953,-0.2953,3.5281,2.6844,-2.4965,-0.7036,4.6096,-6.018,-0.5218,1.7424,-18.4981,3.3819,1.8039,3.6429,-11.9226,3.3244,2.5471,2.713,-8.0467,0.4248,-3.5862,0.2313,7.2472,9.6904,7.5855,-8.9294,3.1193,3.2348,2.3804,15.0192,-2.7944,-9.0556,4.3079,8.8272,-18.7003,9.3472,1.6083,-11.0983,3.1592,0.9121
"398",-3.6737,7.4289,-10.4636,-1.5356,3.4741,2.0706,-13.7299,-3.2671,3.8076,-9.9925,-4.4386,-16.3267,2.5926,-4.3376,4.5054,1.7996,3.2326,-1.4689,6.2442,2.2315,1.1791,4.0061,-12.1091,-10.2519,-3.5888,-7.6873,7.1235,-6.3392,5.873,2.0823,-6.7732,2.9884,8.0673,-12.9765,-7.9559,2.3231,0.576300000000002,0.9653,9.3549,-4.9804,-0.6932,-12.4538,0.5817,-13.3964,5.7513,2.1199,13.5605,-6.5269,-7.0058,3.0213,-11.896,-19.7174,-14.3027,-7.8705,21.8845,3.0246,14.5348,28.021,-0.6277,5.7284,5.7376,11.3876,-3.8479,-2.2748,-6.5792,2.0232,-10.2996,-15.0683,-0.0928,3.05,1.5469,-0.9803,-0.623100000000001,6.4331,-5.8666,-0.9063,2.1625,-19.1093,2.686,2.9308,3.5253,-11.9212,2.4241,2.3534,3.1005,-9.1184,0.2467,-3.389,1.3442,6.5337,10.729,6.4925,-9.4574,1.2335,2.9751,3.8607,15.9797,-3.2962,-9.3995,4.6102,8.5523,-17.9588,9.5688,-0.193500000000000,-11.2978,1.5473,2.5084
"399",-2.5006,4.444,-11.9755,-1.9926,5.2703,1.6982,-13.7038,-2.3747,5.1876,-9.6293,-4.9896,-17.6636,4.0076,-3.8644,4.5671,1.0038,3.4094,-1.682,6.8716,2.6894,0.6859,4.8221,-12.2837,-9.6551,-2.0968,-5.987,6.7911,-6.1793,4.0085,0.273400000000001,-10.2736,4.4717,7.6719,-13.2508,-7.9271,2.4241,0.431600000000000,0.443399999999999,8.2588,-4.3888,-0.6746,-13.7424,-0.229699999999999,-13.8251,5.8691,2.1894,13.9005,-7.3768,-9.1514,1.96,-12.4193,-20.1099,-14.7197,-9.6368,22.5535,1.5245,14.8577,28.4527,-0.3857,5.0403,6.2126,10.0859,-5.3064,-1.9029,-5.1621,2.5547,-11.5863,-14.8279,-0.0724999999999998,2.4669,0.4123,0.506300000000000,-0.6013,7.8703,-5.585,-1.1914,2.3068,-19.3881,1.7815,3.6524,3.6175,-11.4004,1.10000000000000,2.201,3.7258,-10.3951,0.1409,-3.2117,2.6391,5.9074,11.4263,5.0449,-9.9748,-0.5568,2.6788,4.9066,17.0307,-3.6806,-9.9234,4.5318,8.0223,-16.6972,9.7659,-1.93290000000000,-11.6038,-0.0676999999999994,3.9351
"400",-1.1178,1.4778,-12.9027,-2.4634,6.9587,0.9402,-13.6233,-1.4766,7.093,-9.1997,-5.4245,-18.7593,4.8157,-3.094,4.3743,-0.220499999999999,3.5815,-1.9391,7.489,3.3039,-0.0871999999999993,5.6288,-11.9447,-9.2039,-0.9833,-4.323,6.2182,-5.8065,2.064,-1.8971,-13.3765,6.0021,7.2058,-13.6351,-7.7574,2.7737,0.119100000000000,-0.3672,7.0825,-3.7244,-0.7072,-14.6817,-0.6629,-13.8373,5.9611,1.9439,14.38,-7.994,-10.7739,1.1082,-13.1848,-20.5699,-15.0057,-11.3178,22.9008,0.453700000000001,15.1754,28.4809,0.130600000000000,4.4755,6.9453,8.5476,-6.7149,-1.5027,-3.9478,3.1463,-12.5953,-14.4101,-0.151800000000000,1.802,-0.7306,1.8712,-0.611799999999999,8.8932,-5.1742,-1.3817,2.2245,-19.3923,0.6269,3.8586,3.8578,-10.3755,-0.5551,2.067,4.5066,-11.759,0.1105,-3.0741,4.0579,5.3006,11.6667,3.4596,-10.4419,-2.0634,2.3175,5.4705,17.9556,-3.9534,-10.5233,4.0828,7.3378,-15.0238,9.9097,-3.5032,-12.0101,-1.5704,5.0831
"401",0.300100000000000,-1.3233,-13.1388,-2.9301,8.4179,-0.1521,-13.4359,-0.706299999999999,9.3079,-8.7398,-5.637,-19.5278,5.0511,-2.1096,3.9561,-1.7968,3.6611,-2.1196,7.9623,4.0536,-1.1336,6.3488,-11.0293,-8.871,-0.2922,-2.8289,5.4344,-5.2388,0.1628,-4.3095,-15.97,7.5058,6.7341,-14.0923,-7.5589,3.3792,-0.314600000000000,-1.3709,5.9215,-3.0331,-0.7965,-15.1384,-0.8146,-13.4851,6.0843,1.4645,14.9641,-8.3539,-11.7544,0.5522,-14.131,-21.0815,-15.1808,-12.8464,22.9563,-0.0701999999999998,15.4777,27.9496,0.8312,4.0844,7.83,6.9373,-7.9338,-1.1199,-3.0437,3.7241,-13.2768,-13.8693,-0.2405,1.0681,-1.9086,3.0533,-0.6367,9.5464,-4.6633,-1.4973,1.9496,-19.175,-0.790700000000001,3.48050000000001,4.1548,-8.9065,-2.4091,1.92090000000000,5.3637,-13.0857,0.1416,-3.0035,5.522,4.6315,11.363,1.9616,-10.8678,-3.1226,1.8686,5.5883,18.5658,-4.1545,-11.0663,3.3214,6.6276,-13.0826,9.9545,-4.7915,-12.4691,-2.8492,5.8979
"402",1.6069,-3.8193,-12.6581,-3.3326,9.5919,-1.4966,-13.0837,-0.136500000000000,11.5828,-8.2575,-5.5448,-19.8961,4.7775,-1.0207,3.362,-3.6032,3.5192,-2.1109,8.197,4.8879,-2.4137,6.9303,-9.5395,-8.6084,-0.00930000000000009,-1.6316,4.4853,-4.4808,-1.588,-6.8005,-17.9553,8.8959,6.3053,-14.5724,-7.4422,4.2195,-0.8069,-2.4391,4.8901,-2.3762,-0.948,-15.0239,-0.8183,-12.8531,6.3129,0.8625,15.5906,-8.4323,-12.0308,0.3474,-15.191,-21.6044,-15.2791,-14.1455,22.7436,-0.000499999999998835,15.7638,26.7474,1.5896,3.8512,8.7647,5.4347,-8.872,-0.8223,-2.5168,4.262,-13.6345,-13.2704,-0.255200000000000,0.278499999999999,-3.1405,4.0244,-0.676500000000001,9.92,-4.1141,-1.5424,1.4916,-18.7463,-2.4291,2.49070000000000,4.4226,-7.0998,-4.3075,1.726,6.2475,-14.2608,0.187000000000000,-3.0213,6.9443,3.8504,10.4907,0.747700000000002,-11.3062,-3.6159,1.3285,5.3687,18.7476,-4.3549,-11.4149,2.345,6.0161,-11.0166,9.8614,-5.6916,-12.9128,-3.8201,6.3763
"403",2.7046,-5.9018,-11.5074,-3.5931,10.4784,-2.9935,-12.5045,0.226500000000000,13.6847,-7.7357,-5.1141,-19.8202,4.0893,0.0619000000000014,2.6497,-5.5149,3.0339,-1.8327,8.1921,5.7466,-3.871,7.3459,-7.5503,-8.3792,-0.0906000000000002,-0.7958,3.4197,-3.5219,-3.1132,-9.1764,-19.2327,10.0789,5.9529,-15.0022,-7.4786,5.2474,-1.2819,-3.4437,4.1008,-1.8233,-1.1528,-14.2934,-0.8167,-12.0362,6.7211,0.261,16.1659,-8.2085,-11.6029,0.502,-16.2966,-22.086,-15.3213,-15.1609,22.2904,0.646000000000001,16.0366,24.8272,2.2973,3.7121,9.6708,4.2029,-9.4974,-0.6833,-2.384,4.791,-13.7107,-12.6741,-0.125700000000000,-0.539899999999999,-4.4129,4.7871,-0.748899999999999,10.1145,-3.6178,-1.487,0.8496,-18.0605,-4.1759,0.908100000000005,4.5991,-5.1009,-6.0904,1.45020000000000,7.1462,-15.1899,0.1765,-3.1353,8.2404,2.9656,9.1057,-0.0429999999999993,-11.8379,-3.4965,0.7142,4.9546,18.4838,-4.6359,-11.467,1.2755,5.5933,-8.9456,9.6081,-6.1185,-13.2741,-4.4291,6.5623
"404",3.518,-7.5029,-9.7888,-3.6386,11.0993,-4.5325,-11.6506,0.4223,15.4315,-7.1474,-4.3606,-19.3036,3.1144,1.0533,1.8811,-7.4139,2.156,-1.2673,8.0471,6.5625,-5.4332,7.591,-5.2053,-8.1681,-0.492100000000001,-0.316500000000000,2.278,-2.3443,-4.3774,-11.2365,-19.7109,10.9634,5.6945,-15.2885,-7.6632,6.4111,-1.6628,-4.2791,3.6426,-1.4394,-1.3881,-12.9446,-0.9246,-11.1318,7.3612,-0.2298,16.5692,-7.6837,-10.5287,0.9737,-17.3823,-22.4775,-15.3031,-15.8749,21.6375,1.8001,16.2944,22.1851,2.9055,3.6019,10.5037,3.3619,-9.8251,-0.7643,-2.6199,5.3905,-13.5557,-12.1298,0.199800000000000,-1.3453,-5.6767,5.3652,-0.8854,10.2087,-3.2709,-1.2776,0.0373000000000001,-17.0373,-5.8653,-1.20529999999999,4.6533,-3.0701,-7.6079,1.07539999999999,8.0683,-15.8074,0.0477000000000003,-3.3319,9.3452,2.0395,7.3259,-0.343399999999999,-12.5387,-2.8022,0.0610999999999997,4.4794,17.8471,-5.0648,-11.1979,0.245200000000001,5.3999,-6.9658,9.1923,-6.0262,-13.4923,-4.6359,6.5417
"405",3.9756,-8.582,-7.6439,-3.419,11.4826,-5.9999,-10.5083,0.5113,16.7051,-6.4722,-3.3333,-18.4015,2.0041,1.9005,1.1185,-9.1741,0.9369,-0.481,7.9211,7.2558,-7.013,7.6869,-2.6943,-7.9762,-1.1812,-0.146600000000000,1.0948,-0.9378,-5.3749,-12.8008,-19.3405,11.469,5.5226,-15.3406,-7.9089,7.6721,-1.8875,-4.8664,3.5599,-1.2599,-1.6382,-11.0161,-1.2,-10.2384,8.2392,-0.5354,16.6767,-6.8876,-8.9168,1.6847,-18.387,-22.7473,-15.1978,-16.2928,20.8336,3.3451,16.5283,18.834,3.428,3.4926,11.2495,2.9762,-9.8928,-1.1048,-3.1749,6.163,-13.1946,-11.6822,0.7541,-2.0887,-6.857,5.7891,-1.1292,10.2532,-3.1327,-0.873,-0.892500000000001,-15.6074,-7.315,-3.76,4.5871,-1.1461,-8.7393,0.605499999999999,9.0123,-16.0858,-0.22570,-3.5773,10.2145,1.16980000000000,5.2997,-0.156800000000000,-13.4483,-1.6388,-0.5845,4.0431,16.9633,-5.6817,-10.6741,-0.6226,5.4293,-5.1584,8.6387,-5.4259,-13.5063,-4.4069,6.4313
"406",4.0189,-9.114,-5.2333,-2.9153,11.6593,-7.2915,-9.0975,0.5596,17.4493,-5.709,-2.094,-17.2016,0.9144,2.5673,0.4185,-10.6694,-0.4966,0.3949,7.9693,7.7463,-8.5223,7.6847,-0.205300000000000,-7.8082,-2.1187,-0.223599999999999,-0.0846,0.6883,-6.1224,-13.7258,-18.1447,11.533,5.403,-15.0976,-8.08,9.0064,-1.9219,-5.1519,3.8497,-1.2738,-1.903,-8.5792,-1.6369,-9.4467,9.2984,-0.6293,16.3986,-5.8709,-6.9175,2.5507,-19.2502,-22.8882,-14.9652,-16.4207,19.9241,5.1208,16.7267,14.7934,3.907,3.3948,11.9125,3.0576,-9.7479,-1.7153,-3.9867,7.1942,-12.609,-11.3782,1.541,-2.7265,-7.8767,6.083,-1.5264,10.284,-3.191,-0.281499999999999,-1.8424,-13.7519,-8.3665,-6.6593,4.4362,0.5726,-9.4086,0.0626999999999995,9.9439,-16.0478,-0.6301,-3.8267,10.8198,0.466500000000003,3.1743,0.459700000000002,-14.5536,-0.149299999999998,-1.17520000000000,3.7063,15.9619,-6.4986,-10.0312,-1.23950000000000,5.6467,-3.5831,8.0091,-4.3974,-13.2577,-3.7261,6.3543
"407",3.6187,-9.085,-2.7134,-2.1471,11.6661,-8.3295,-7.4571,0.6265,17.6568,-4.8782,-0.7032,-15.8021,-0.0114000000000001,3.0136,-0.175,-11.8158,-1.9971,1.209,8.292,7.9787,-9.8967,7.6634,2.124,-7.6718,-3.2241,-0.4801,-1.1827,2.4926,-6.6552,-13.9073,-16.2231,11.1177,5.2855,-14.5509,-8.0529,10.3895,-1.7612,-5.1097,4.4816,-1.4377,-2.1738,-5.7198,-2.1759,-8.8143,10.4227,-0.5302,15.7127,-4.6904,-4.7125,3.5097,-19.9145,-22.9114,-14.5518,-16.2498,18.9477,6.941,16.8897,10.1012,4.3752,3.3278,12.5007,3.5777,-9.4485,-2.5725,-4.9862,8.5146,-11.7497,-11.2526,2.5253,-3.2294,-8.6724,6.2658,-2.1136,10.3351,-3.3633,0.431799999999999,-2.6861,-11.5177,-8.9106,-9.8149,4.265,2.0253,-9.5882,-0.522799999999997,10.7944,-15.7664,-1.1277,-4.0349,11.1437,0.027000000000001,1.0744,1.4206,-15.7933,1.5082,-1.6702,3.492,14.9288,-7.5043,-9.4244,-1.563,6.0105,-2.2719,7.4005,-3.0779,-12.7037,-2.622,6.4109
"408",2.7773,-8.4964,-0.224299999999999,-1.1759,11.5332,-9.0804,-5.6378,0.7578,17.3565,-4.0137,0.7865,-14.3053,-0.6549,3.1884,-0.6304,-12.6027,-3.4394,1.8436,8.9226,7.9341,-11.114,7.7063,4.2177,-7.5936,-4.3674,-0.8424,-2.0916,4.3983,-7.0208,-13.2724,-13.7329,10.2231,5.1205,-13.7544,-7.761,11.782,-1.4212,-4.7373,5.4279,-1.7005,-2.4053,-2.5231,-2.7202,-8.3508,11.4642,-0.2897,14.6734,-3.4033,-2.4922,4.5296,-20.3286,-22.8359,-13.8894,-15.7536,17.9373,8.6268,17.0322,4.8359,4.8347,3.3002,13.0177,4.4807,-9.0633,-3.6197,-6.1034,10.0844,-10.5675,-11.3019,3.6273,-3.5901,-9.1979,6.3632,-2.899,10.4406,-3.5411,1.1754,-3.2916,-9.0075,-8.9065,-13.1465,4.141,3.1748,-9.29,-1.1132,11.4803,-15.3472,-1.6777,-4.1561,11.1811,-0.0838000000000001,-0.9059,2.6472,-17.0697,3.1684,-2.0397,3.3974,13.8819,-8.6673,-8.9829,-1.5899,6.4894,-1.233,6.9164,-1.63320000000000,-11.8387,-1.1896,6.652
"409",1.5269,-7.3692,2.1037,-0.109300000000000,11.261,-9.562,-3.7017,0.9878,16.614,-3.1513,2.3288,-12.8127,-0.927800000000001,3.0379,-0.9366,-13.0712,-4.7284,2.2405,9.8325,7.6217,-12.1875,7.8692,6.0339,-7.62,-5.4031,-1.2229,-2.7009,6.3021,-7.2531,-11.7893,-10.8682,8.9002,4.8658,-12.8183,-7.1995,13.1243,-0.9259,-4.0469,6.6727,-2.0181,-2.5133,0.9206,-3.1503,-8.0308,12.2836,0.0303000000000004,13.3915,-2.0708,-0.4294,5.5939,-20.4487,-22.6738,-12.8934,-14.8955,16.9188,10.0312,17.1702,-0.861,5.2617,3.3071,13.464,5.6944,-8.6621,-4.7843,-7.2803,11.8014,-9.0513,-11.4716,4.7291,-3.8221,-9.4192,6.4249,-3.853,10.6346,-3.6418,1.8686,-3.5436,-6.37,-8.3906,-16.5734,4.1073,3.9997,-8.562,-1.66360000000000,11.9316,-14.8953,-2.2569,-4.1385,10.9398,0.152500000000002,-2.6896,4.0841,-18.2568,4.6669,-2.2687,3.4092,12.7824,-9.9405,-8.7891,-1.3502,7.0584,-0.4675,6.631,-0.219999999999999,-10.7072,0.405100000000001,7.0637
